hsa-mir-134,"Muscular Dystrophy, Duchenne",1
hsa-mir-134,"Carcinoma, Ovarian Epithelial",-1
hsa-mir-134,"Muscular Dystrophies, Limb-Girdle",1
hsa-mir-134,"Myopathies, Nemaline",1
hsa-mir-134,Ovarian Neoplasms,-1
hsa-mir-136,Breast Neoplasms,1
hsa-mir-136,"Carcinoma, Hepatocellular",-1
hsa-mir-9,Hodgkin Disease,1
hsa-mir-31,Melanoma,-1
hsa-mir-31,Adenocarcinoma,1
hsa-mir-369-5p,Dermatomyositis,1
hsa-mir-369-5p,"Muscular Dystrophy, Duchenne",1
hsa-mir-369-5p,"Muscular Dystrophy, Facioscapulohumeral",1
hsa-mir-369-5p,"Myopathies, Nemaline",1
hsa-mir-370,Cholangiocarcinoma,-1
hsa-mir-370,Squamous Cell Carcinoma of Head and Neck,-1
hsa-mir-370,Prostatic Neoplasms,1
hsa-mir-372,"Carcinoma, Non-Small-Cell Lung",1
hsa-mir-372,Testicular Neoplasms,1
hsa-mir-372,"Leukemia, Myeloid, Acute",-1
hsa-mir-372,Squamous Cell Carcinoma of Head and Neck,-1
hsa-mir-373,Breast Neoplasms,1
hsa-mir-373,Testicular Neoplasms,1
hsa-mir-182,Prostatic Neoplasms,1
hsa-mir-183,Lung Neoplasms,1
hsa-mir-183,Prostatic Neoplasms,1
hsa-mir-184,Prostatic Neoplasms,-1
hsa-mir-206,Rhabdomyosarcoma,-1
hsa-mir-20a,Kidney Neoplasms,1
hsa-mir-20a,Lung Neoplasms,1
hsa-mir-20b,Kidney Neoplasms,1
hsa-mir-214,Kidney Neoplasms,-1
hsa-mir-218,Lung Neoplasms,-1
hsa-mir-22,Lung Neoplasms,-1
hsa-mir-221,Prostatic Neoplasms,-1
hsa-mir-221,"Carcinoma, Hepatocellular",1
hsa-mir-222,Pancreatic Neoplasms,1
hsa-mir-222,"Carcinoma, Hepatocellular",1
hsa-mir-222,Prostatic Neoplasms,-1
hsa-mir-223,"Leukemia, Lymphocytic, Chronic, B-Cell",-1
hsa-mir-23a,Cardiomegaly,1
hsa-mir-26a,Kidney Neoplasms,-1
hsa-mir-27a,Breast Neoplasms,1
hsa-mir-27a,Kidney Neoplasms,1
hsa-mir-29a,Kidney Neoplasms,1
hsa-mir-29a,Neuroblastoma,-1
hsa-mir-29b,Neuroblastoma,-1
hsa-mir-29b,Kidney Neoplasms,1
hsa-mir-375,Prostatic Neoplasms,1
hsa-mir-378,Kidney Neoplasms,-1
hsa-mir-424,Kidney Neoplasms,1
hsa-mir-424,"Leukemia, Lymphocytic, Chronic, B-Cell",-1
hsa-mir-425-5p,Lung Neoplasms,1
hsa-mir-451,Lung Neoplasms,-1
hsa-mir-497,Lung Neoplasms,-1
hsa-mir-532-5p,Kidney Neoplasms,-1
hsa-mir-599,Multiple Sclerosis,1
hsa-mir-661,Breast Neoplasms,-1
hsa-mir-7,Parkinson Disease,-1
hsa-mir-7,Lung Neoplasms,1
hsa-mir-720,Kidney Neoplasms,-1
hsa-mir-107,"Carcinoma, Non-Small-Cell Lung",-1
hsa-mir-107,"Leukemia, Lymphocytic, Chronic, B-Cell",-1
hsa-mir-125a-5p,Lung Neoplasms,-1
hsa-mir-128,Neuroblastoma,-1
hsa-mir-130a,Lung Neoplasms,-1
hsa-mir-133b,Lung Neoplasms,-1
hsa-mir-141,Lung Neoplasms,1
hsa-mir-214,Cholangiocarcinoma,-1
hsa-mir-22,Cholangiocarcinoma,-1
hsa-mir-208a,Cardiomegaly,-1
hsa-mir-200c,Lung Neoplasms,-1
hsa-mir-429,Lung Neoplasms,-1
hsa-mir-221,Bladder Neoplasms,1
hsa-mir-221,Pancreatic Neoplasms,1
hsa-mir-16,Prostatic Neoplasms,-1
hsa-mir-10a,Pancreatic Neoplasms,1
hsa-mir-1,Lung Neoplasms,-1
hsa-mir-143,Lung Neoplasms,-1
hsa-mir-130a,Lung Neoplasms,1
hsa-mir-31,Lung Neoplasms,1
hsa-mir-377,Lung Neoplasms,1
hsa-mir-141,Lung Neoplasms,-1
hsa-mir-200a,Lung Neoplasms,-1
hsa-mir-200b,Lung Neoplasms,-1
hsa-mir-221,"Leukemia, Promyelocytic, Acute",-1
hsa-mir-128b,"Leukemia, Promyelocytic, Acute",-1
hsa-mir-376a,Cholangiocarcinoma,-1
hsa-mir-424,Cholangiocarcinoma,-1
hsa-mir-17-3p,Prostatic Neoplasms,-1
hsa-mir-1,Myocardial Infarction,1
hsa-mir-130b,Glioma,-1
hsa-mir-15a,Glioma,-1
hsa-mir-16,Glioma,-1
hsa-mir-184,Glioma,-1
hsa-mir-19a,Glioma,-1
hsa-mir-20a,Glioma,-1
hsa-mir-25,Glioma,-1
hsa-mir-328,Glioma,-1
hsa-mir-9,Glioma,-1
hsa-mir-17,Glioma,1
hsa-mir-200a,Hodgkin Disease,-1
hsa-mir-614,Hodgkin Disease,-1
hsa-mir-16,Hodgkin Disease,1
hsa-mir-186,Hodgkin Disease,1
hsa-mir-20a,Hodgkin Disease,1
hsa-mir-30a-5p,Hodgkin Disease,1
hsa-mir-181b,Mouth Neoplasms,1
hsa-mir-30b,Hodgkin Disease,1
hsa-mir-10b,Non-alcoholic Fatty Liver Disease,1
hsa-let-7c,Non-alcoholic Fatty Liver Disease,-1
hsa-let-7d,Non-alcoholic Fatty Liver Disease,-1
hsa-let-7e,Non-alcoholic Fatty Liver Disease,-1
hsa-mir-107,Non-alcoholic Fatty Liver Disease,-1
hsa-mir-130a,Non-alcoholic Fatty Liver Disease,-1
hsa-mir-183,Non-alcoholic Fatty Liver Disease,-1
hsa-mir-200c,Non-alcoholic Fatty Liver Disease,-1
hsa-mir-203,Non-alcoholic Fatty Liver Disease,-1
hsa-mir-375,Esophageal Neoplasms,-1
hsa-mir-194,Esophageal Neoplasms,1
hsa-mir-27b,Non-alcoholic Fatty Liver Disease,-1
hsa-mir-29b,Non-alcoholic Fatty Liver Disease,-1
hsa-mir-30a,Non-alcoholic Fatty Liver Disease,-1
hsa-mir-132,Non-alcoholic Fatty Liver Disease,1
hsa-mir-17,Non-alcoholic Fatty Liver Disease,1
hsa-mir-22,Non-alcoholic Fatty Liver Disease,1
hsa-mir-29c,Non-alcoholic Fatty Liver Disease,1
hsa-let-7a,Laryngeal Neoplasms,-1
hsa-mir-203,Esophageal Neoplasms,-1
hsa-mir-30c,Non-alcoholic Fatty Liver Disease,1
hsa-mir-30d,Non-alcoholic Fatty Liver Disease,1
hsa-mir-31,Non-alcoholic Fatty Liver Disease,1
hsa-mir-223,Esophageal Neoplasms,1
hsa-mir-22,Precursor Cell Lymphoblastic Leukemia-Lymphoma,-1
hsa-mir-223,"Thrombocythemia, Essential",1
hsa-mir-223,Primary Myelofibrosis,1
hsa-mir-26a,"Carcinoma, Hepatocellular",-1
hsa-mir-26b,"Carcinoma, Hepatocellular",-1
hsa-mir-29a,Lung Neoplasms,-1
hsa-let-7a,Lung Neoplasms,-1
hsa-mir-17,Polycystic Kidney Diseases,1
hsa-mir-150,Sepsis,-1
hsa-mir-106b,Colorectal Neoplasms,1
hsa-mir-130b,Colorectal Neoplasms,1
hsa-mir-181b,Colorectal Neoplasms,1
hsa-mir-20b,Multiple Sclerosis,-1
hsa-mir-1275,Multiple Sclerosis,1
hsa-mir-142-3p,Multiple Sclerosis,1
hsa-mir-145,Multiple Sclerosis,1
hsa-mir-186,Multiple Sclerosis,1
hsa-mir-223,Multiple Sclerosis,1
hsa-mir-422a,Multiple Sclerosis,1
hsa-mir-491-5p,Multiple Sclerosis,1
hsa-mir-181a,Breast Neoplasms,-1
hsa-mir-26a,Breast Neoplasms,-1
hsa-mir-141,Colorectal Neoplasms,-1
hsa-mir-326,Multiple Sclerosis,1
hsa-mir-143,Colorectal Neoplasms,-1
hsa-mir-200b,Breast Neoplasms,-1
hsa-mir-200c,Breast Neoplasms,-1
hsa-mir-1,Colorectal Neoplasms,-1
hsa-mir-10b,Colorectal Neoplasms,-1
hsa-mir-145,Colorectal Neoplasms,-1
hsa-mir-195,Colorectal Neoplasms,-1
hsa-mir-30a-3p,Colorectal Neoplasms,-1
hsa-mir-30a-5p,Colorectal Neoplasms,-1
hsa-mir-30c,Colorectal Neoplasms,-1
hsa-mir-422a,Colorectal Neoplasms,-1
hsa-mir-497,Colorectal Neoplasms,-1
hsa-mir-203,Colorectal Neoplasms,-1
hsa-mir-106a,Colorectal Neoplasms,1
hsa-mir-19a,Colorectal Neoplasms,1
hsa-mir-19b,Colorectal Neoplasms,1
hsa-mir-20a,Colorectal Neoplasms,1
hsa-mir-224,Colorectal Neoplasms,1
hsa-mir-25,Colorectal Neoplasms,1
hsa-mir-29a,Colorectal Neoplasms,1
hsa-mir-96,Colorectal Neoplasms,1
hsa-mir-17-5p,Colorectal Neoplasms,1
hsa-mir-182,Colorectal Neoplasms,1
hsa-mir-183,Colorectal Neoplasms,1
hsa-mir-29b,Colorectal Neoplasms,1
hsa-mir-93,Colorectal Neoplasms,1
hsa-mir-31,Colorectal Neoplasms,1
hsa-mir-124,"Carcinoma, Hepatocellular",-1
hsa-mir-203,"Carcinoma, Hepatocellular",-1
hsa-mir-29b,"Leukemia, Myeloid, Acute",-1
hsa-let-7b,Multiple Myeloma,-1
hsa-mir-140-3p,Multiple Myeloma,-1
hsa-let-7e,Multiple Myeloma,1
hsa-mir-125a-5p,Multiple Myeloma,1
hsa-mir-15a,"Thyroid Cancer, Papillary",-1
hsa-mir-16,"Thyroid Cancer, Papillary",-1
hsa-mir-26a,"Thyroid Cancer, Papillary",-1
hsa-let-7b,"Thyroid Cancer, Papillary",1
hsa-mir-200a,"Thyroid Cancer, Papillary",1
hsa-mir-222,"Thyroid Cancer, Papillary",1
hsa-mir-141,Ovarian Neoplasms,1
hsa-mir-200a,Ovarian Neoplasms,1
hsa-mir-200b,Ovarian Neoplasms,1
hsa-mir-200c,Ovarian Neoplasms,1
hsa-mir-429,Ovarian Neoplasms,1
hsa-mir-214,Uterine Cervical Neoplasms,-1
hsa-mir-17-3p,Lung Neoplasms,1
hsa-mir-17-3p,"Thyroid Carcinoma, Anaplastic",1
hsa-mir-17-3p,"Lymphoma, Large B-Cell, Diffuse",1
hsa-mir-17-3p,"Carcinoma, Hepatocellular",1
hsa-mir-17-3p,Lymphoma,1
hsa-mir-409-3p,Dermatomyositis,1
hsa-mir-409-3p,"Muscular Dystrophy, Duchenne",1
hsa-mir-409-3p,Distal Myopathies,1
hsa-mir-409-3p,"Myopathies, Nemaline",1
hsa-mir-422a,Ovarian Neoplasms,-1
hsa-mir-637,Squamous Cell Carcinoma of Head and Neck,1
hsa-mir-637,Ovarian Neoplasms,1
hsa-mir-648,Ovarian Neoplasms,-1
hsa-mir-657,Ovarian Neoplasms,-1
hsa-mir-662,Ovarian Neoplasms,-1
hsa-mir-663,Breast Neoplasms,-1
hsa-mir-663,Ovarian Neoplasms,1
hsa-mir-7,Glioblastoma,-1
hsa-mir-7,Squamous Cell Carcinoma of Head and Neck,1
hsa-mir-802,Down Syndrome,1
hsa-mir-9,Metabolic Diseases,1
hsa-mir-9,Ovarian Neoplasms,-1
hsa-mir-9,Alzheimer Disease,1
hsa-mir-10a,Squamous Cell Carcinoma of Head and Neck,1
hsa-mir-10a,Prostatic Neoplasms,1
hsa-mir-10a,Psoriasis,-1
hsa-mir-10a,Leiomyoma,-1
hsa-mir-10b,Breast Neoplasms,1
hsa-mir-10b,"Leukemia, Lymphocytic, Chronic, B-Cell",1
hsa-mir-10b,Breast Neoplasms,-1
hsa-mir-10b,Cardiomegaly,-1
hsa-mir-10b,"Pancreatitis, Chronic",1
hsa-mir-10b,Glioblastoma,1
hsa-mir-10b,Ovarian Neoplasms,1
hsa-mir-10b,Pancreatic Neoplasms,1
hsa-mir-10b,Prostatic Neoplasms,1
hsa-mir-10b,Ovarian Neoplasms,-1
hsa-mir-184,"Carcinoma, Ovarian Epithelial",-1
hsa-mir-184,Melanoma,-1
hsa-mir-184,Squamous Cell Carcinoma of Head and Neck,-1
hsa-mir-184,Prostatic Neoplasms,1
hsa-mir-185,"Carcinoma, Hepatocellular",1
hsa-mir-185,Bladder Neoplasms,1
hsa-mir-185,Cardiomegaly,-1
hsa-mir-185,Glioblastoma,-1
hsa-mir-185,Kidney Neoplasms,1
hsa-mir-185,Melanoma,-1
hsa-mir-130a,"Muscular Dystrophies, Limb-Girdle",1
hsa-mir-130a,Distal Myopathies,1
hsa-mir-130a,"Myopathies, Nemaline",1
hsa-mir-130a,Polymyositis,1
hsa-mir-130b,Precursor Cell Lymphoblastic Leukemia-Lymphoma,1
hsa-mir-130b,"Leukemia, Myeloid, Acute",-1
hsa-mir-130b,Adenocarcinoma,-1
hsa-mir-132,Huntington Disease,-1
hsa-mir-132,"Leukemia, Lymphocytic, Chronic, B-Cell",1
hsa-mir-132,Colorectal Neoplasms,1
hsa-mir-302c,Melanoma,-1
hsa-mir-302d,"Leukemia, Myeloid, Acute",-1
hsa-mir-302d,Melanoma,-1
hsa-mir-302d,Testicular Neoplasms,1
hsa-mir-30a,"Carcinoma, Hepatocellular",-1
hsa-mir-30a,Leiomyoma,1
hsa-mir-30a-3p,"Leukemia, Myeloid, Acute",-1
hsa-mir-30a-3p,Cardiomegaly,-1
hsa-mir-30a-3p,Colorectal Neoplasms,1
hsa-mir-30a-3p,Dermatomyositis,-1
hsa-mir-30a-3p,"Muscular Dystrophy, Duchenne",-1
hsa-mir-30a-3p,"Muscular Dystrophies, Limb-Girdle",-1
hsa-mir-30a-3p,Distal Myopathies,-1
hsa-mir-30a-3p,"Myopathies, Nemaline",-1
hsa-mir-30a-3p,Polymyositis,-1
hsa-mir-30a-5p,"Thyroid Carcinoma, Anaplastic",-1
hsa-mir-30a-5p,Cardiomegaly,-1
hsa-mir-30a-5p,"Muscular Dystrophy, Duchenne",-1
hsa-mir-30a-5p,Lung Neoplasms,-1
hsa-mir-200b,Neoplasms,-1
hsa-mir-30a-5p,Colorectal Neoplasms,1
hsa-mir-30d,"Liver Cirrhosis, Biliary",-1
hsa-mir-30e,"Carcinoma, Hepatocellular",-1
hsa-mir-30e,Cardiomegaly,-1
hsa-mir-30e-5p,"Muscular Dystrophy, Duchenne",-1
hsa-mir-30e-5p,Squamous Cell Carcinoma of Head and Neck,-1
hsa-mir-30e-5p,Ovarian Neoplasms,1
hsa-mir-30e-5p,Psoriasis,1
hsa-mir-31,Cardiomegaly,1
hsa-mir-31,Squamous Cell Carcinoma of Head and Neck,1
hsa-mir-31,"Carcinoma, Hepatocellular",1
hsa-mir-31,Psoriasis,1
hsa-mir-32,Colorectal Neoplasms,1
hsa-mir-19a,"Thyroid Carcinoma, Anaplastic",1
hsa-mir-19a,"Hamartoma Syndrome, Multiple",1
hsa-mir-19a,Lung Neoplasms,1
hsa-mir-19a,"Leukemia, Lymphocytic, Chronic, B-Cell",1
hsa-mir-19a,Squamous Cell Carcinoma of Head and Neck,-1
hsa-mir-19a,Lymphoma,1
hsa-mir-19a,Melanoma,1
hsa-mir-19b,Lymphoma,1
hsa-mir-19b,Prostatic Neoplasms,-1
hsa-mir-200a,Breast Neoplasms,-1
hsa-mir-200a,Neoplasms,-1
hsa-mir-200a,"Carcinoma, Ovarian Epithelial",1
hsa-mir-200a,Squamous Cell Carcinoma of Head and Neck,1
hsa-mir-200a,"Carcinoma, Hepatocellular",-1
hsa-mir-200a,Melanoma,-1
hsa-mir-200a,Ovarian Neoplasms,-1
hsa-mir-200a,Psoriasis,1
hsa-mir-200b,Cholangiocarcinoma,1
hsa-mir-25,Colorectal Neoplasms,-1
hsa-mir-25,Stomach Neoplasms,1
hsa-mir-25,Glioblastoma,1
hsa-mir-25,Pancreatic Neoplasms,1
hsa-mir-25,Prostatic Neoplasms,1
hsa-mir-26a,"Thyroid Carcinoma, Anaplastic",-1
hsa-mir-26a,Precursor Cell Lymphoblastic Leukemia-Lymphoma,-1
hsa-mir-204,Melanoma,-1
hsa-mir-206,Breast Neoplasms,-1
hsa-let-7a,Melanoma,-1
hsa-mir-136,Pituitary Neoplasms,-1
hsa-mir-424,Precursor Cell Lymphoblastic Leukemia-Lymphoma,-1
hsa-mir-9,Alzheimer Disease,-1
hsa-mir-200b,"Carcinoma, Ovarian Epithelial",1
hsa-mir-26a,"Leukemia, Myeloid, Acute",1
hsa-mir-30a-5p,Ovarian Neoplasms,1
hsa-mir-32,Lung Neoplasms,-1
hsa-mir-373,Squamous Cell Carcinoma of Head and Neck,1
hsa-mir-125b,Melanoma,-1
hsa-mir-324-5p,Medulloblastoma,-1
hsa-mir-23a,Lupus Nephritis,1
hsa-mir-30d,"Leukemia, Lymphocytic, Chronic, B-Cell",-1
hsa-mir-200b,"Carcinoma, Hepatocellular",-1
hsa-mir-144,Thalassemia,-1
hsa-mir-142-3p,Endometriosis,-1
hsa-mir-19a,Medulloblastoma,1
hsa-mir-17-5p,"Lymphoma, Large B-Cell, Diffuse",1
hsa-mir-222,Prostatic Neoplasms,1
hsa-mir-10b,Glioma,1
hsa-mir-152,"Carcinoma, Hepatocellular",-1
hsa-mir-30a-5p,Prostatic Neoplasms,-1
hsa-mir-30b,Cardiomegaly,-1
hsa-mir-30b,"Muscular Dystrophy, Duchenne",-1
hsa-mir-30b,Squamous Cell Carcinoma of Head and Neck,1
hsa-mir-30b,Melanoma,-1
hsa-mir-30b,"Myopathies, Nemaline",1
hsa-mir-30b,Prostatic Neoplasms,-1
hsa-mir-30c,Cardiomegaly,-1
hsa-mir-30c,Colorectal Neoplasms,1
hsa-mir-30c,"Muscular Dystrophy, Duchenne",-1
hsa-mir-30c,Distal Myopathies,-1
hsa-mir-30c,Pancreatic Neoplasms,1
hsa-mir-30c,Prostatic Neoplasms,1
hsa-mir-30c,Prostatic Neoplasms,-1
hsa-mir-30c,Psoriasis,-1
hsa-mir-30d,"Leukemia, Myeloid, Acute",1
hsa-mir-30d,"Thyroid Carcinoma, Anaplastic",-1
hsa-mir-30d,Cardiomegaly,-1
hsa-mir-30d,"Muscular Dystrophy, Duchenne",-1
hsa-mir-101,Glioblastoma,-1
hsa-mir-15a,"Carcinoma, Hepatocellular",-1
hsa-mir-16,Squamous Cell Carcinoma of Head and Neck,-1
hsa-mir-16,"Carcinoma, Hepatocellular",1
hsa-mir-17-5p,"Hypertension, Pulmonary",1
hsa-mir-17-5p,"Carcinoma, Hepatocellular",1
hsa-mir-182,Lung Neoplasms,1
hsa-mir-184,Adrenocortical Carcinoma,1
hsa-mir-185,"Carcinoma, Hepatocellular",-1
hsa-mir-194,"Carcinoma, Hepatocellular",-1
hsa-mir-195,"Carcinoma, Hepatocellular",-1
hsa-mir-195,Bladder Neoplasms,-1
hsa-mir-375,Pancreatic Neoplasms,-1
hsa-mir-375,Adenocarcinoma,-1
hsa-mir-376a,"Carcinoma, Ovarian Epithelial",-1
hsa-mir-376a,"Muscular Dystrophy, Duchenne",1
hsa-mir-376a,"Muscular Dystrophies, Limb-Girdle",1
hsa-mir-376a,Distal Myopathies,1
hsa-mir-376a,"Myopathies, Nemaline",1
hsa-mir-376a,Pancreatic Neoplasms,1
hsa-mir-376b,"Carcinoma, Ovarian Epithelial",-1
hsa-mir-376b,Leiomyoma,1
hsa-mir-377,"Carcinoma, Ovarian Epithelial",-1
hsa-mir-377,Leiomyoma,1
hsa-mir-378,Cardiomegaly,-1
hsa-mir-222,"Muscular Dystrophy, Duchenne",1
hsa-mir-222,"Muscular Dystrophy, Facioscapulohumeral",1
hsa-mir-222,Glioblastoma,1
hsa-mir-1,Coronary Artery Disease,1
hsa-mir-1,"Carcinoma, Hepatocellular",-1
hsa-mir-1,Retinitis Pigmentosa,-1
hsa-mir-193b,"Muscular Dystrophy, Duchenne",-1
hsa-mir-193b,Eye Neoplasms,1
hsa-mir-194,Cardiomegaly,-1
hsa-mir-194,"Pancreatitis, Chronic",1
hsa-mir-195,"Leukemia, Lymphocytic, Chronic, B-Cell",1
hsa-mir-195,Cardiomegaly,1
hsa-mir-195,"Leukemia, Myeloid, Acute",1
hsa-mir-195,"Pancreatitis, Chronic",1
hsa-mir-195,Squamous Cell Carcinoma of Head and Neck,-1
hsa-mir-195,Heart Failure,1
hsa-mir-195,Ovarian Neoplasms,-1
hsa-mir-195,Prostatic Neoplasms,1
hsa-mir-20a,"Hypertension, Pulmonary",1
hsa-mir-218,Prostatic Neoplasms,1
hsa-mir-200a,Meningioma,-1
hsa-mir-200c,Kidney Neoplasms,-1
hsa-mir-203,Pancreatic Neoplasms,1
hsa-mir-204,Lung Neoplasms,-1
hsa-mir-205,Prostatic Neoplasms,-1
hsa-mir-29c,Kidney Neoplasms,1
hsa-mir-29c,"Leukemia, Lymphocytic, Chronic, B-Cell",-1
hsa-mir-29c,Neuroblastoma,-1
hsa-mir-30a-3p,Lung Neoplasms,-1
hsa-mir-30e-3p,Lung Neoplasms,-1
hsa-mir-30e-5p,Lung Neoplasms,-1
hsa-mir-31,Prostatic Neoplasms,-1
hsa-mir-324-3p,Lung Neoplasms,-1
hsa-mir-324-5p,Lung Neoplasms,1
hsa-mir-335,Lung Neoplasms,-1
hsa-mir-340,Kidney Neoplasms,1
hsa-mir-342-3p,Kidney Neoplasms,1
hsa-mir-342-3p,Prion Diseases,1
hsa-mir-221,Coronary Artery Disease,1
hsa-mir-221,Squamous Cell Carcinoma of Head and Neck,1
hsa-mir-222,"Carcinoma, Squamous Cell",-1
hsa-mir-222,Coronary Artery Disease,1
hsa-mir-224,"Carcinoma, Hepatocellular",1
hsa-mir-23b,"Carcinoma, Hepatocellular",-1
hsa-mir-24,"Carcinoma, Hepatocellular",1
hsa-mir-25,"Carcinoma, Hepatocellular",1
hsa-mir-26a,Squamous Cell Carcinoma of Head and Neck,-1
hsa-mir-26a,Bladder Neoplasms,-1
hsa-mir-26a,Glioma,1
hsa-mir-27a,"Carcinoma, Hepatocellular",-1
hsa-mir-29a,Squamous Cell Carcinoma of Head and Neck,-1
hsa-mir-29c,Bladder Neoplasms,-1
hsa-mir-30c,Bladder Neoplasms,-1
hsa-mir-30e-5p,Bladder Neoplasms,-1
hsa-mir-31,Breast Neoplasms,-1
hsa-mir-373,Esophageal Neoplasms,1
hsa-mir-429,Ovarian Neoplasms,-1
hsa-mir-483-3p,"Mesothelioma, Malignant",1
hsa-mir-595,"Mesothelioma, Malignant",1
hsa-mir-503,Adrenocortical Carcinoma,1
hsa-mir-512-5p,Stomach Neoplasms,-1
hsa-mir-615-3p,"Mesothelioma, Malignant",1
hsa-mir-885-3p,"Mesothelioma, Malignant",1
hsa-mir-9,"Mesothelioma, Malignant",-1
hsa-mir-92a,"Leukemia, Myeloid, Acute",-1
hsa-mir-93,"Carcinoma, Hepatocellular",1
hsa-mir-145,Prostatic Neoplasms,-1
hsa-mir-150,Kidney Neoplasms,-1
hsa-mir-151-5p,Kidney Neoplasms,1
hsa-mir-15a,Kidney Neoplasms,1
hsa-mir-153,Glioblastoma,-1
hsa-mir-15a,"Carcinoma, Non-Small-Cell Lung",-1
hsa-mir-16,"Carcinoma, Non-Small-Cell Lung",-1
hsa-mir-16,Lung Neoplasms,-1
hsa-mir-17,Kidney Neoplasms,1
hsa-mir-185,"Carcinoma, Non-Small-Cell Lung",-1
hsa-mir-193b,Breast Neoplasms,-1
hsa-mir-195,Breast Neoplasms,1
hsa-mir-195,Lung Neoplasms,-1
hsa-mir-197,Lung Neoplasms,1
hsa-mir-19b,Kidney Neoplasms,1
hsa-mir-200b,Kidney Neoplasms,-1
hsa-mir-9,"Carcinoma, Hepatocellular",1
hsa-mir-9,Lung Neoplasms,1
hsa-mir-93,Lung Neoplasms,1
hsa-mir-96,Breast Neoplasms,1
hsa-mir-96,Multiple Sclerosis,1
hsa-mir-96,Prostatic Neoplasms,1
hsa-mir-98,Lung Neoplasms,1
